AvgInputTPM,AvgOutputTPM,AvgTPM,P99TPM,MaxTPM,AvgPTU,P99PTU,MaxPTU,RecommendedPTU
"150134.8753894081",0,"150134.8753894081",34708,412926,63,15,173,63
